Testing writing tp d1.csv
Millis, BME680 Temp C, BME680 Pressure hPa, BME680 Humidity %, BME680 Gas KOhms, BME680 Approx Alt m, SHT31 Hum %, SHT31 Temp C, LSM9DS1 AccX, LSM9DS1 AccY, LSM9DS1 AccZ, LSM9DS1 GyroX, LSM9DS1 GyroY, LSM9DS1 GyroZ, LSM9DS1 MagX, LSM9DS1 MagY, LSM9DS1 MagZ, LSM6DS AccX, LSM6DS AccY, LSM6DS AccZ, LSM6DS GyroX, LSM6DS GyroY, LSM6DS GyroZ, LSM6DS Temp, INA260 Current mA, INA260 Bus Voltage mV, INA260 Power mW, MTK3339 Date, MTK3339 Latitude, MTK3339 Longitude, MTK3339 Speed, MTK3339 Angle, MTK3339 Altitude, MTK3339 Satellites, MD0555 Wind Speed RAW, PT1000 Temp RAW, ZOPT220 UV Index, ZOPT220 Ambient Light, GeigerInterrupt CPS, 
3063838, -, -, -, -, -, -, -, -0.24, 0.76, 0.68, 16.17, -67.93, -74.89, 27.87, -37.41, -1.92, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3063981, -11.05, 43.46, 0.00, 294930, 19989.80, 1.49, -37.75, -0.22, 0.74, 0.65, 23.80, -70.31, -77.21, 53.20, -22.12, -17.36, -0.09, 0.06, 1.04, 11.96, -4.33, -110.66, 4.02, 373.75, 10747.50, 4020.00, -, -, -, -, -, -, -, 190, 1023, 0.00, 262143, 9.30, 
3065433, -, -, -, -, -, -, -, -0.23, 0.74, 0.66, 6.04, -75.87, -83.44, 20.18, -11.10, -21.67, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3065581, -, -, -, -, -, -, -, -0.23, 0.75, 0.67, 7.81, -72.20, -84.72, 17.22, -13.46, -21.26, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3065724, -, -, -, -, -, -, -, -0.24, 0.75, 0.67, 12.15, -67.14, -84.90, 13.83, -16.86, -17.25, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3065867, -, -, -, -, -, -, -, -0.23, 0.75, 0.67, 18.13, -64.15, -82.09, 13.50, -21.61, -13.23, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3066015, -, -, -, -, -, -, -, -0.23, 0.75, 0.66, 20.02, -62.56, -76.66, 15.58, -24.51, -12.12, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3066558, -, -, -, -, -, -, -, -0.22, 0.73, 0.66, 17.52, -57.43, -52.12, 23.84, -34.58, -6.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3066701, -, -, -, -, -, -, -, -0.22, 0.73, 0.66, 14.04, -57.31, -46.63, 27.08, -35.46, -5.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3066849, -, -, -, -, -, -, -, -0.22, 0.74, 0.67, 10.86, -52.86, -47.73, 29.64, -36.61, -5.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3066992, -11.06, 43.31, 0.00, 286754, 20006.90, 1.47, -37.70, -0.23, 0.77, 0.70, 3.66, -39.61, -59.33, 46.75, -33.02, -10.12, -0.09, 0.07, 1.10, 23.32, -10.86, -71.53, 4.45, 380.00, 10743.75, 4080.00, -, -, -, -, -, -, -, 189, 1023, 0.00, 262143, 9.97, 
3068444, -, -, -, -, -, -, -, -0.24, 0.75, 0.68, 5.25, -45.47, -45.23, 48.88, -22.05, -18.33, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3068592, -, -, -, -, -, -, -, -0.24, 0.76, 0.68, 7.26, -46.33, -46.69, 49.50, -17.48, -22.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3068735, -, -, -, -, -, -, -, -0.24, 0.76, 0.67, 7.57, -46.63, -51.15, 46.75, -14.99, -24.54, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3068878, -, -, -, -, -, -, -, -0.23, 0.75, 0.66, 9.22, -47.79, -57.01, 41.58, -14.49, -23.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3069026, -, -, -, -, -, -, -, -0.23, 0.74, 0.65, 9.89, -50.23, -63.05, 38.17, -13.15, -24.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3069569, -, -, -, -, -, -, -, -0.21, 0.68, 0.58, 18.37, -56.46, -73.91, 22.75, -12.66, -22.28, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3069712, -, -, -, -, -, -, -, -0.21, 0.65, 0.56, 19.59, -59.39, -71.17, 21.78, -12.07, -22.90, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3069860, -, -, -, -, -, -, -, -0.20, 0.63, 0.54, 17.03, -63.42, -67.14, 17.49, -14.50, -18.40, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3070003, -11.07, 43.13, 0.00, 283185, 20026.20, 1.49, -37.59, -0.19, 0.54, 0.47, 14.34, -68.91, -81.05, 30.96, -37.77, -0.87, -0.07, 0.04, 0.76, 20.26, -11.23, -109.92, 4.33, 373.75, 10743.75, 4020.00, -, -, -, -, -, -, -, 190, 1023, 0.00, 262143, 8.64, 
3071455, -, -, -, -, -, -, -, -0.21, 0.62, 0.54, 20.75, -80.44, -75.50, 49.13, -29.80, -9.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3071603, -, -, -, -, -, -, -, -0.22, 0.66, 0.58, 16.91, -83.56, -73.18, 49.69, -24.56, -16.21, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3071746, -, -, -, -, -, -, -, -0.22, 0.70, 0.61, 13.24, -87.65, -70.86, 45.84, -20.52, -21.36, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3071889, -, -, -, -, -, -, -, -0.23, 0.73, 0.65, 6.59, -87.95, -73.30, 40.47, -17.82, -22.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3072037, -, -, -, -, -, -, -, -0.24, 0.75, 0.66, 2.75, -82.76, -80.87, 33.26, -17.09, -22.62, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3072580, -, -, -, -, -, -, -, -0.23, 0.74, 0.65, 30.58, -87.71, -83.31, 21.56, -20.01, -18.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3072723, -, -, -, -, -, -, -, -0.23, 0.75, 0.66, 28.02, -92.29, -81.42, 18.10, -21.69, -16.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3072871, -, -, -, -, -, -, -, -0.23, 0.75, 0.67, 21.48, -94.06, -82.15, 16.22, -24.69, -12.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3073014, -11.08, 42.97, 0.00, 280855, 20041.26, 1.45, -37.58, -0.26, 0.82, 0.75, 13.61, -33.63, -69.89, 52.53, -34.41, -4.15, -0.10, 0.06, 1.17, 29.24, 2.38, -76.17, 4.24, 373.75, 10743.75, 4020.00, -, -, -, -, -, -, -, 191, 1023, 0.00, 262143, 10.96, 
3074466, -, -, -, -, -, -, -, -0.23, 0.79, 0.72, 15.20, -22.71, -7.87, 55.71, -20.31, -16.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3074614, -, -, -, -, -, -, -, -0.23, 0.79, 0.72, 8.54, -14.71, 0.85, 56.36, -17.69, -20.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3074757, -, -, -, -, -, -, -, -0.24, 0.80, 0.73, 4.82, -7.08, 10.44, 52.55, -18.12, -20.21, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3074900, -, -, -, -, -, -, -, -0.24, 0.81, 0.74, -0.12, -0.31, 18.80, 50.94, -19.20, -19.06, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3075048, -, -, -, -, -, -, -, -0.24, 0.81, 0.74, -4.70, 8.61, 25.09, 51.75, -20.84, -19.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3075591, -, -, -, -, -, -, -, -0.25, 0.78, 0.72, -18.62, 32.78, 36.44, 48.51, -30.26, -12.76, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3075734, -, -, -, -, -, -, -, -0.24, 0.77, 0.71, -19.29, 33.57, 41.08, 46.81, -33.51, -9.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3075882, -, -, -, -, -, -, -, -0.23, 0.76, 0.70, -18.49, 34.85, 42.72, 44.25, -36.21, -5.93, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3076025, -11.09, 42.83, 0.00, 281087, 20057.44, 1.48, -37.64, -0.22, 0.74, 0.66, -24.78, 27.89, 37.48, 28.17, -38.65, 5.69, -0.08, 0.07, 1.04, -3.11, -20.87, 49.26, 5.04, 373.75, 10745.00, 4020.00, -, -, -, -, -, -, -, 188, 1023, 0.00, 262143, 9.63, 
3077482, -, -, -, -, -, -, -, -0.19, 0.61, 0.55, -6.16, 33.45, 35.58, 8.70, -28.19, 9.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3077625, -, -, -, -, -, -, -, -0.19, 0.60, 0.54, -5.31, 41.63, 36.74, 4.55, -27.15, 11.72, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3077768, -, -, -, -, -, -, -, -0.19, 0.61, 0.55, -6.53, 50.42, 38.64, 4.74, -22.66, 5.68, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3077911, -, -, -, -, -, -, -, -0.20, 0.64, 0.57, -6.23, 56.34, 42.91, 2.10, -19.31, 2.12, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3078059, -, -, -, -, -, -, -, -0.21, 0.67, 0.60, -5.07, 60.49, 47.55, 1.71, -14.93, -2.98, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3078602, -, -, -, -, -, -, -, -0.23, 0.75, 0.66, -7.32, 77.33, 58.23, 15.88, -1.09, -21.06, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3078745, -, -, -, -, -, -, -, -0.23, 0.75, 0.67, -11.41, 78.80, 62.32, 25.55, 1.11, -26.76, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3078893, -, -, -, -, -, -, -, -0.23, 0.76, 0.68, -14.83, 79.04, 69.40, 32.56, -0.81, -25.60, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3079036, -11.10, 42.68, 0.00, 283892, 20074.74, 1.50, -37.44, -0.29, 0.92, 0.78, 5.68, 128.60, 104.43, 51.40, -36.06, -0.95, -0.10, 0.07, 1.28, -15.93, 41.20, 159.73, 5.08, 366.25, 10747.50, 3930.00, -, -, -, -, -, -, -, 188, 1023, 0.00, 262143, 10.96, 
3080488, -, -, -, -, -, -, -, -0.29, 0.86, 0.76, -26.49, 131.59, 101.20, 11.57, -28.77, -1.92, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3080636, -, -, -, -, -, -, -, -0.28, 0.84, 0.73, -36.74, 127.87, 104.19, 10.36, -22.36, -8.92, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3080779, -, -, -, -, -, -, -, -0.27, 0.82, 0.72, -39.61, 122.44, 109.68, 14.32, -16.97, -16.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3080922, -, -, -, -, -, -, -, -0.26, 0.82, 0.71, -38.82, 118.59, 115.72, 14.43, -16.02, -16.71, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3081070, -, -, -, -, -, -, -, -0.26, 0.81, 0.70, -35.10, 117.00, 119.45, 20.15, -14.99, -21.68, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3081613, -, -, -, -, -, -, -, -0.24, 0.75, 0.62, -31.37, 110.05, 115.05, 42.46, -28.34, -16.17, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3081756, -, -, -, -, -, -, -, -0.24, 0.73, 0.60, -21.55, 103.27, 112.79, 41.10, -32.59, -12.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3081904, -, -, -, -, -, -, -, -0.24, 0.72, 0.60, -9.09, 101.99, 104.37, 37.63, -33.53, -10.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3082047, -11.11, 42.51, 0.00, 286995, 20093.19, 1.41, -37.27, -0.22, 0.63, 0.54, -17.40, 101.93, 101.75, 23.38, -27.50, -14.01, -0.09, 0.04, 0.88, -17.27, 9.03, 144.35, 4.62, 375.00, 10742.50, 4030.00, -, -, -, -, -, -, -, 187, 1023, 0.00, 262143, 7.31, 
3083504, -, -, -, -, -, -, -, -0.22, 0.63, 0.53, -22.95, 116.76, 88.68, 35.95, -26.42, -16.86, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3083647, -, -, -, -, -, -, -, -0.21, 0.61, 0.52, -27.47, 111.33, 89.05, 39.83, -29.02, -16.55, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3083790, -, -, -, -, -, -, -, -0.21, 0.60, 0.51, -27.71, 104.31, 90.52, 38.35, -33.12, -10.93, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3083933, -, -, -, -, -, -, -, -0.20, 0.60, 0.51, -25.63, 95.09, 92.83, 36.58, -35.73, -7.43, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3084071, -, -, -, -, -, -, -, -0.20, 0.61, 0.53, -20.45, 86.00, 91.92, 32.98, -37.13, -4.55, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3084614, -, -, -, -, -, -, -, -0.21, 0.72, 0.63, 7.39, 44.43, 71.17, 15.83, -27.28, -10.08, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3084757, -, -, -, -, -, -, -, -0.22, 0.75, 0.66, 11.41, 37.11, 60.73, 13.64, -21.20, -13.59, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3084905, -, -, -, -, -, -, -, -0.22, 0.77, 0.68, 14.89, 29.85, 50.23, 12.92, -16.10, -15.81, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3085048, -11.12, 42.34, 0.00, 288207, 20111.69, 1.44, -37.25, -0.21, 0.75, 0.67, -9.28, 21.79, 43.95, 20.07, -2.69, -23.07, -0.09, 0.08, 1.06, -17.70, -11.47, 45.59, 4.02, 367.50, 10745.00, 3940.00, -, -, -, -, -, -, -, 192, 1023, 0.00, 262143, 9.00, 
3086505, -, -, -, -, -, -, -, -0.22, 0.82, 0.74, 4.27, 31.62, 51.82, 28.16, 0.15, -25.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3086648, -, -, -, -, -, -, -, -0.23, 0.82, 0.73, 3.72, 29.79, 46.88, 34.44, 1.92, -27.44, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3086791, -, -, -, -, -, -, -, -0.22, 0.79, 0.71, 3.78, 22.77, 44.07, 36.07, 0.90, -25.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3086934, -, -, -, -, -, -, -, -0.22, 0.79, 0.70, 5.31, 13.73, 42.72, 38.21, 1.60, -26.04, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3087082, -, -, -, -, -, -, -, -0.23, 0.79, 0.71, 5.43, 5.68, 38.88, 39.27, 0.04, -27.67, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3087625, -, -, -, -, -, -, -, -0.23, 0.79, 0.70, -4.58, -7.51, -6.53, 38.39, -1.51, -26.90, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3087768, -, -, -, -, -, -, -, -0.23, 0.82, 0.73, -4.15, -12.45, -22.71, 38.32, -1.45, -28.56, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3087916, -, -, -, -, -, -, -, -0.24, 0.85, 0.76, -2.87, -18.74, -40.04, 33.24, -2.99, -27.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3088059, -11.12, 42.20, 0.00, 288694, 20125.88, 1.41, -37.23, -0.24, 0.77, 0.69, 14.53, -63.11, -81.42, 13.13, -19.69, -13.35, -0.10, 0.06, 1.10, 22.89, -8.54, -105.90, 5.23, 371.25, 10743.75, 3990.00, -, -, -, -, -, -, -, 190, 1023, 0.00, 262143, 10.96, 
3089516, -, -, -, -, -, -, -, -0.23, 0.72, 0.65, 11.23, -48.52, -63.35, 26.87, -35.61, -4.09, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3089659, -, -, -, -, -, -, -, -0.22, 0.72, 0.65, 9.34, -40.89, -57.07, 32.12, -37.12, -4.65, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3089802, -, -, -, -, -, -, -, -0.22, 0.70, 0.63, 8.00, -32.41, -48.89, 33.18, -38.27, -1.26, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3089945, -, -, -, -, -, -, -, -0.21, 0.67, 0.61, 9.46, -22.52, -38.76, 37.76, -37.54, -4.37, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3090093, -, -, -, -, -, -, -, -0.21, 0.66, 0.61, 10.56, -13.98, -25.82, 40.92, -37.07, -4.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3090636, -, -, -, -, -, -, -, -0.21, 0.67, 0.61, -8.48, 9.64, 24.35, 42.80, -35.55, -7.60, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3090779, -, -, -, -, -, -, -, -0.21, 0.70, 0.64, -18.07, 13.98, 37.11, 39.58, -36.87, -4.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3090927, -, -, -, -, -, -, -, -0.23, 0.76, 0.70, -21.48, 19.96, 49.74, 33.90, -38.99, -1.11, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3091070, -11.13, 42.05, 0.00, 282951, 20142.30, 1.41, -37.18, -0.23, 0.75, 0.67, -10.86, 79.96, 78.67, 11.01, -16.48, -13.56, -0.09, 0.07, 1.07, -13.85, 8.06, 111.39, 4.15, 378.75, 10741.25, 4070.00, -, -, -, -, -, -, -, 191, 1023, 0.00, 262143, 10.30, 
3092527, -, -, -, -, -, -, -, -0.24, 0.73, 0.62, -6.10, 102.97, 103.21, 35.50, -6.27, -26.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3092670, -, -, -, -, -, -, -, -0.25, 0.73, 0.62, -6.59, 109.38, 104.00, 45.70, -9.35, -24.99, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3092813, -, -, -, -, -, -, -, -0.25, 0.71, 0.61, -6.04, 116.64, 105.29, 54.87, -15.83, -20.45, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3092977, -, -, -, -, -, -, -, -0.24, 0.69, 0.59, -7.20, 127.38, 107.18, 57.52, -24.63, -6.45, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3093120, -, -, -, -, -, -, -, -0.24, 0.69, 0.59, -12.39, 135.50, 110.53, 58.56, -31.47, -3.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3093663, -, -, -, -, -, -, -, -0.23, 0.66, 0.53, -29.24, 139.22, 123.11, 11.60, -31.82, 9.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3093806, -, -, -, -, -, -, -, -0.23, 0.65, 0.52, -29.05, 134.40, 127.32, 3.28, -20.76, 1.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3093954, -, -, -, -, -, -, -, -0.23, 0.66, 0.54, -24.60, 132.26, 129.52, 3.47, -9.12, -9.78, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3094097, -11.14, 41.91, 0.00, 278791, 20157.67, 1.43, -37.04, -0.24, 0.71, 0.59, -23.44, 125.92, 141.78, 49.91, -38.33, 5.51, -0.11, 0.04, 0.98, -32.96, 8.54, 189.64, 3.83, 388.75, 10738.75, 4170.00, -, -, -, -, -, -, -, 191, 1023, 0.00, 262143, 10.58, 
3095554, -, -, -, -, -, -, -, -0.25, 0.74, 0.62, -20.81, 131.59, 108.64, 9.80, -14.03, -13.56, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3095697, -, -, -, -, -, -, -, -0.25, 0.75, 0.63, -25.09, 122.80, 104.00, 15.11, -9.20, -19.92, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3095840, -, -, -, -, -, -, -, -0.25, 0.76, 0.66, -26.67, 114.56, 102.17, 23.86, -7.58, -24.54, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3095994, -, -, -, -, -, -, -, -0.25, 0.77, 0.68, -26.61, 104.61, 101.75, 32.78, -11.67, -26.28, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3096137, -, -, -, -, -, -, -, -0.24, 0.78, 0.69, -24.84, 94.54, 102.42, 41.14, -15.64, -23.72, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3096680, -, -, -, -, -, -, -, -0.23, 0.80, 0.71, -11.60, 80.20, 81.79, 44.31, -33.39, -9.53, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3096828, -, -, -, -, -, -, -, -0.23, 0.79, 0.70, -15.69, 74.16, 77.27, 42.82, -36.25, -7.63, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3096971, -, -, -, -, -, -, -, -0.23, 0.79, 0.70, -18.74, 67.50, 77.21, 37.84, -36.99, -5.91, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3097114, -11.15, 41.78, 0.00, 278563, 20170.88, 1.40, -36.97, -0.24, 0.80, 0.70, 2.32, 63.54, 58.53, 14.33, -18.87, -15.09, -0.09, 0.07, 1.12, -12.88, 16.05, 82.52, 4.34, 403.75, 10735.00, 4340.00, -, -, -, -, -, -, -, 197, 1023, 0.00, 262143, 11.27, 
3098571, -, -, -, -, -, -, -, -0.23, 0.75, 0.68, -6.10, 47.12, 52.61, 26.05, -11.90, -26.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3098714, -, -, -, -, -, -, -, -0.22, 0.76, 0.68, -5.80, 41.99, 52.80, 27.75, -12.93, -23.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3098857, -, -, -, -, -, -, -, -0.22, 0.76, 0.68, -4.15, 35.52, 52.67, 32.13, -11.78, -26.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3099005, -, -, -, -, -, -, -, -0.22, 0.77, 0.68, -2.56, 28.81, 49.74, 32.91, -12.39, -24.16, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3099148, -, -, -, -, -, -, -, -0.22, 0.77, 0.69, 0.98, 22.58, 44.25, 33.30, -12.73, -26.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3099691, -, -, -, -, -, -, -, -0.21, 0.71, 0.64, 11.05, 0.24, 11.11, 34.57, -11.80, -25.88, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3099839, -, -, -, -, -, -, -, -0.20, 0.68, 0.60, 16.42, -7.08, 1.65, 33.73, -10.19, -26.38, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3099982, -, -, -, -, -, -, -, -0.20, 0.65, 0.58, 21.00, -13.73, -6.29, 31.03, -9.35, -25.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3100125, -11.15, 41.64, 0.00, 273212, 20187.43, 1.41, -36.89, -0.20, 0.66, 0.57, 31.43, -54.32, -63.96, 6.82, -5.22, -14.06, -0.08, 0.05, 0.93, 7.39, 7.63, -92.77, 3.70, 387.50, 10736.25, 4160.00, -, -, -, -, -, -, -, 197, 1023, 0.00, 262143, 11.30, 
3101582, -, -, -, -, -, -, -, -0.23, 0.73, 0.63, 32.84, -96.80, -74.95, 9.36, -28.99, 8.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3101725, -, -, -, -, -, -, -, -0.23, 0.73, 0.64, 28.93, -95.70, -77.58, 14.98, -33.15, 13.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3101868, -, -, -, -, -, -, -, -0.23, 0.72, 0.63, 28.63, -93.20, -78.92, 24.88, -37.83, 13.53, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3102016, -, -, -, -, -, -, -, -0.23, 0.72, 0.63, 32.53, -88.99, -78.19, 36.71, -39.14, 12.01, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3102159, -, -, -, -, -, -, -, -0.23, 0.75, 0.65, 36.44, -86.61, -72.51, 46.41, -39.28, 8.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
3102702, -, -, -, -, -, -, -, -0.25, 0.88, 0.80, 39.92, -75.38, -35.46, 51.49, -21.77, -16.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
